row_index,brand,model,variant,fuel,year,km,power_kw,inventory_price_eur,ab_comparable_count,ab_median_eur,ab_price_diff_pct,bz_comparable_count,bz_median_eur,bz_price_diff_pct,ab_vs_bz_pct_gap,median_spread_pct,rank_source,rank_price_diff_pct,confidence_flag,sample_sufficient,missing_critical_fields,ab_tier,bz_tier,confidence_reasons,ab_example_links,bz_example_links
21,Renault,Mégane,"Sport Tourer 1,6 E-TECH  Plugin-hybrid Zen 160HK Stc Aut.",PHEV,2020,99000,118.0,11500,0,,,1,15990.0,28.1,,,bazos,28.1,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=0, BZ n=1)",,https://auto.bazos.sk/inzerat/194451324/renault-megane-13-tce-160-rsline-edc-117kw-2020.php
16,Nissan,Qashqai,1.2 115HP Manual Visia,Petrol,2018,118345,85.0,7000,2,12395.0,43.5,3,9700.0,27.8,15.7,21.7,bazos,27.8,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=2, BZ n=3)",https://www.autobazar.eu/detail/nissan-qashqai-12-dig-t-acenta-xtronic-85kw115hp-a1/Ae6eUmDQMzX/ | https://www.autobazar.eu/detail/nissan-qashqai-dig-t-115-tekna-xtronic-85kw115hp-a1/AesMvkbI9WC/,https://auto.bazos.sk/inzerat/194042303/predam-nissan-qashqai-12-dig-t.php | https://auto.bazos.sk/inzerat/193523185/nissan-qashqai-n-way-13-benzin-103kwm62021.php | https://auto.bazos.sk/inzerat/194449671/nissan-qashqai-12-benz-automat.php
8,Skoda,Karoq,1.5 148HP Automatic STYLE,Petrol,2020,112000,109.0,15000,6,20745.0,27.7,6,20994.5,28.6,-0.9,1.2,autobazar,27.7,HIGH,True,none,moderate,broad,both sources usable (AB 6/BZ 6); median spread 1% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-style-dsg-110kw150hp-a7/Ae7Ay7bnle6/ | https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-sportline-dsg/AmM2dFvi-0r/ | https://www.autobazar.eu/detail/skoda-karoq-style-15-tsi-110-kw-7-stup-automat/AeiHjbLkYrp/,https://auto.bazos.sk/inzerat/194392972/skoda-karoq-sportline-15tsi-rv1572020-179tis-virtual.php | https://auto.bazos.sk/inzerat/194370105/predam-skoda-karoq-sportline.php | https://auto.bazos.sk/inzerat/194287106/skoda-karoq-15-tsi-act-sportline-dsg.php
0,Hyundai,I30,1.0 119HP Automatic Advanced,Petrol,2023,122000,88.0,11600,5,15490.0,25.1,4,10990.0,-5.6,30.7,29.1,autobazar,25.1,MEDIUM,True,none,broad,moderate,"moderate source disagreement 29%; sample n=5, data complete",https://www.autobazar.eu/detail/hyundai-i30-rv-20225-15l-81kw-odpocet-dph-zaruka-3roky/AeQ6rKyfStD/ | https://www.autobazar.eu/detail/hyundai-i30-15i-cvvt-comfort/AmCLHBbUbDL/ | https://www.autobazar.eu/detail/hyundai-i30-16-t-gdi-7-dct/Am1ZsUdsxY8/,https://auto.bazos.sk/inzerat/194354609/hyundai-i30-cw-15i-cvvt-comfort.php | https://auto.bazos.sk/inzerat/194131136/hyundai-i30-cw-10-t-gdi-family-povodny-lak-137-420km-sr.php | https://auto.bazos.sk/inzerat/194160059/hyundai-i30-cw-10-t-gdi-comfort-v-zaruke-povodny-lak-sr.php
83,Toyota,Corolla,1.8  Automatic H3 Smart,Hybrid,2021,141000,,15500,5,17499.0,11.4,6,20440.0,24.2,-12.8,14.4,bazos,24.2,HIGH,True,none,broad,broad,both sources usable (AB 5/BZ 6); median spread 14% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/toyota-corolla-sedan-18-hybrid-comfort-2019-82700-km/AeGubhVjmTm/ | https://www.autobazar.eu/detail/toyota-corolla-2023/Ae89P7c2KQh/ | https://www.autobazar.eu/detail/toyota-corolla-ts-18-hybrid-e-cvt-style/AmPjnPDR3dT/,https://auto.bazos.sk/inzerat/193753042/toyota-corolla-selection-2019-nove-v-sr.php | https://auto.bazos.sk/inzerat/194286952/toyota-corolla-ts-gr-sport-2020-spickovy-stav.php | https://auto.bazos.sk/inzerat/194383370/toyota-corolla-ts-18-hybrid-e-cvt-2021-style-best-edition.php
66,Volkswagen,T-Cross,1.0 115HP Manual -,Petrol,2019,89309,85.0,11300,10,14895.0,24.1,3,12999.0,13.1,11.0,12.7,autobazar,24.1,MEDIUM,True,none,moderate,broad,"single usable source (AB 10/BZ 3); no cross-check; sample n=10, data complete",https://www.autobazar.eu/detail/volkswagen-t-cross-volkswagen-t-cross-2020-automat/Ae9WPJ-Mvs7/ | https://www.autobazar.eu/detail/volkswagen-t-cross-10-tsi-life/AbMwULrL7jW/ | https://www.autobazar.eu/detail/vw-t-cross-10-tsi-t-cross-servkniha-klima/AePo_TFJilE/,https://auto.bazos.sk/inzerat/194379105/volkswagen-t-cross-10tsimanual70kwsuper-stav.php | https://auto.bazos.sk/inzerat/194353912/volkswagen-t-cross-2020.php | https://auto.bazos.sk/inzerat/194233319/volkswagen-t-cross-10-tsi-style-mozny-leasing.php
2,Mazda,Cx-5,2.0 163HP Manual Optimum,Petrol,2020,100012,120.0,15950,4,22749.5,29.9,5,20990.0,24.0,5.9,7.7,bazos,24.0,HIGH,True,none,broad,broad,both sources usable (AB 4/BZ 5); median spread 8% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/mazda-cx-5-25-skyactiv-g194-attraction-at/AmSckmBGhO6/ | https://www.autobazar.eu/detail/mazda-cx-5-20-skyactiv-g165-newground-at-121kw165hp-a6/AeMB2q_cU0U/ | https://www.autobazar.eu/detail/mazda-cx-5-25-skyactiv-g194-revolution-plus-awd-at-143kw193hp-a6/AelomuZNayM/,https://auto.bazos.sk/inzerat/194336903/mazda-cx-5.php | https://auto.bazos.sk/inzerat/193955056/mazda-cx-5-awd-benzin-143kw-4x4-automat-1-majitel.php | https://auto.bazos.sk/inzerat/194430475/mazda-cx-5-22-skyactiv-d-110kw-rv2020.php
14,BMW,X1,1.5 139HP Automatic sDrive 18i,Petrol,2018,119000,102.0,11500,2,16550.0,30.5,3,15100.0,23.8,6.7,8.8,bazos,23.8,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=2, BZ n=3)",https://www.autobazar.eu/detail/bmw-x1-sdrive-18i-140k-xline-at-103kw140hp-a6/AeNbL8OsfPl/ | https://www.autobazar.eu/detail/bmw-x1-sdrive-18i-at-103kw140hp-a7/AeQsVgfz4x8/,https://auto.bazos.sk/inzerat/194137635/bmw-x1.php | https://auto.bazos.sk/inzerat/194436274/bmw-x1-f48-x2-f39-orig-18-letna-sada.php | https://auto.bazos.sk/inzerat/193462843/ford-ranger-limited-22tdci-doublecab-duratorq-4x4.php
61,Kia,Sportage,"1,6 CRDI 136 HK Intro Edition DCT aut",Diesel,2019,141000,100.0,11800,9,15490.0,23.8,4,11999.0,1.7,22.1,22.5,autobazar,23.8,MEDIUM,True,none,broad,broad,"moderate source disagreement 23%; sample n=9, data complete",https://www.autobazar.eu/detail/kia-sportage-16-crdi-gt-line-4x4-automat-sr/AefF07Pr7C8/ | https://www.autobazar.eu/detail/kia-sportage-17-crdi-navigacia-klima-tempomat/AeDorSBV5Cj/ | https://www.autobazar.eu/detail/kia-sportage-16-crdi-mhev-gold-4wd-at/AmqivipkEO0/,https://auto.bazos.sk/inzerat/194376967/kia-sportage-17-crdi-silver.php | https://auto.bazos.sk/inzerat/194392876/kia-sportage-2022-16-crdi-mhev-neburane.php | https://auto.bazos.sk/inzerat/194373637/kia-sportage-17-crdi-2wd-gold.php
69,Skoda,Karoq,1.5 148HP Automatic STYLE Pano,Petrol,2020,115000,109.0,16000,6,20745.0,22.9,6,20994.5,23.8,-0.9,1.2,autobazar,22.9,HIGH,True,none,moderate,broad,both sources usable (AB 6/BZ 6); median spread 1% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-style-dsg-110kw150hp-a7/Ae7Ay7bnle6/ | https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-sportline-dsg/AmM2dFvi-0r/ | https://www.autobazar.eu/detail/skoda-karoq-style-15-tsi-110-kw-7-stup-automat/AeiHjbLkYrp/,https://auto.bazos.sk/inzerat/194392972/skoda-karoq-sportline-15tsi-rv1572020-179tis-virtual.php | https://auto.bazos.sk/inzerat/194370105/predam-skoda-karoq-sportline.php | https://auto.bazos.sk/inzerat/194287106/skoda-karoq-15-tsi-act-sportline-dsg.php
71,Toyota,Corolla,1.8  Automatic H3,Hybrid,2019,49000,,16300,2,17890.0,8.9,3,20990.0,22.3,-13.4,14.8,bazos,22.3,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=2, BZ n=3)",https://www.autobazar.eu/detail/toyota-corolla-sedan-18-hybrid-comfort-2019-82700-km/AeGubhVjmTm/ | https://www.autobazar.eu/detail/toyota-corolla-18-hybrid-e-cvt-comfort-72kw-at/AmhOXUb530y/,https://auto.bazos.sk/inzerat/194286952/toyota-corolla-ts-gr-sport-2020-spickovy-stav.php | https://auto.bazos.sk/inzerat/194383370/toyota-corolla-ts-18-hybrid-e-cvt-2021-style-best-edition.php | https://auto.bazos.sk/inzerat/193766658/toyota-corolla-cross-style.php
3,Honda,Jazz,1.3 101HP Manual Comfort,Petrol,2017,84748,74.0,6000,3,6900.0,13.0,4,7695.0,22.0,-9.0,10.3,bazos,22.0,LOW,True,none,broad,broad,100% of comparables missing year/km; best sample n=4,https://www.autobazar.eu/detail/honda-jazz-12-i-vtec-sr2maj-servkniha-klima/Aeu4ack3AfZ/ | https://www.autobazar.eu/detail/honda-jazz-12-i-vtec-sr2maj-servkniha-klima/AeGP-GnmS9X/ | https://www.autobazar.eu/detail/honda-jazz-15-i-vtec-dynamic/AmINI7SdreX/,https://auto.bazos.sk/inzerat/194471063/honda-jazz-13-benzin.php | https://auto.bazos.sk/inzerat/194375924/honda-jazz.php | https://auto.bazos.sk/inzerat/194325548/honda-jazz-13-i-vtec-trend.php
25,Mazda,Cx-5,"2,0 165 HK Sense AUT",Petrol,2022,54000,121.0,22300,3,28500.0,21.8,2,18399.0,-21.2,43.0,35.4,autobazar,21.8,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=3, BZ n=2)",https://www.autobazar.eu/detail/mazda-cx-5-20-e-skyactiv-g165-mhev-advantage-at-121kw165hp-a6/Aeb41ToEYY-/ | https://www.autobazar.eu/detail/mazda-cx-5-25-e-skyactivg194-mhev-takumi-at-awd-143kw194hp-a6/AeeDQBZeklg/ | https://www.autobazar.eu/detail/mazda-cx-5-20-skyactiv-g165-newground-at-121kw165hp-a6/AeMB2q_cU0U/,https://auto.bazos.sk/inzerat/194430475/mazda-cx-5-22-skyactiv-d-110kw-rv2020.php | https://auto.bazos.sk/inzerat/194348426/mazda-cx-5-20-skyactiv-g-awd-at.php
13,Nissan,Qashqai,1.3 156HP Automatic N-Connecta,Petrol,2022,79000,115.0,18500,3,23500.0,21.3,1,15999.0,-15.6,36.9,31.9,autobazar,21.3,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=3, BZ n=1)",https://www.autobazar.eu/detail/nissan-qashqai-15-e-power-190-hev-tekna-116kw158hp-a1/AeMyM-70F0H/ | https://www.autobazar.eu/detail/nissan-qashqai-2021/AetwDLvzor7/ | https://www.autobazar.eu/detail/nissan-qashqai-13-dig-t-158-mild-hybrid-n-connecta/AmLpnrt3nXa/,https://auto.bazos.sk/inzerat/193523185/nissan-qashqai-n-way-13-benzin-103kwm62021.php
46,Mazda,Cx-5,2.5 192HP Automatic Optimum AWD,Petrol,2018,137043,141.0,16000,4,20225.0,20.9,3,21500.0,25.6,-4.7,5.9,autobazar,20.9,MEDIUM,True,none,strict,broad,"single usable source (AB 4/BZ 3); no cross-check; sample n=4, data complete",https://www.autobazar.eu/detail/mazda-cx-5-25-skyactiv-g194-revolution-top-awd-at/AmAXJ_BUaFv/ | https://www.autobazar.eu/detail/mazda-cx-5-25-skyactiv-g194-attraction-at/AmSckmBGhO6/ | https://www.autobazar.eu/detail/mazda-cx-5-25-skyactiv-g194-revolution-plus-awd-at-143kw193hp-a6/AelomuZNayM/,https://auto.bazos.sk/inzerat/194336903/mazda-cx-5.php | https://auto.bazos.sk/inzerat/193955056/mazda-cx-5-awd-benzin-143kw-4x4-automat-1-majitel.php | https://auto.bazos.sk/inzerat/194348426/mazda-cx-5-20-skyactiv-g-awd-at.php
80,Volkswagen,Touran,1.4 148HP Automatic Comfortline,Petrol,2018,146600,109.0,12200,4,15390.0,20.7,1,3700.0,-229.7,250.4,76.0,autobazar,20.7,MEDIUM,True,none,broad,broad,"single usable source (AB 4/BZ 1); no cross-check; sample n=4, data complete",https://www.autobazar.eu/detail/volkswagen-touran-14-tsi-bmt-comfortline-dsg/AeU994ZwAj04/ | https://www.autobazar.eu/detail/volkswagen-touran-15-tsi-opf-act-comfortline-dsg-110kw150hp-a7/AeeZ4EC7GzL/ | https://www.autobazar.eu/detail/volkswagen-touran-14-tsi-bmt-highline-dsg/Amj3eu-HZXe/,https://auto.bazos.sk/inzerat/193594816/volkswagen-touran-14-tsi-family.php
38,Toyota,Auris,1.8  Automatic H4,Hybrid,2018,160000,,10200,4,12822.5,20.5,1,10000.0,-2.0,22.5,22.0,autobazar,20.5,MEDIUM,True,none,moderate,broad,"single usable source (AB 4/BZ 1); no cross-check; sample n=4, data complete",https://www.autobazar.eu/detail/toyota-auris-18-i-vvt-i-hybridsd-active-family-73kw99hp-a1/Ae4sVj12Z3P/ | https://www.autobazar.eu/detail/toyota-auris-2017/AeySZuKHjOt/ | https://www.autobazar.eu/detail/toyota-auris-18-hybridkameraaut-klima/AbxWRyFgaZE/,https://auto.bazos.sk/inzerat/194370682/toyota-auris-combi-18-hybrid.php
60,Suzuki,Vitara,"1,0 boosterjet 5-dørs Active",Petrol,2019,72000,,11700,5,14700.0,20.4,3,14250.0,17.9,2.5,3.1,autobazar,20.4,MEDIUM,True,none,strict,broad,"single usable source (AB 5/BZ 3); no cross-check; sample n=5, data complete",https://www.autobazar.eu/detail/suzuki-vitara-suzuki-vitara-allgrip-14-boosterjet-at/AeLg31KFRhl/ | https://www.autobazar.eu/detail/suzuki-vitara-10-boosterjet-automat-servkniha/AmN6BlP5NR-/ | https://www.autobazar.eu/detail/suzuki-vitara-10i-boosterjet-82kw-at6/AmGB_dtEO6l/,https://auto.bazos.sk/inzerat/194249701/suzuki-vitara-14b-allgrip-automat.php | https://auto.bazos.sk/inzerat/194352325/suzuki-vitara-14-boosterjet-2021-66-500km-kupene-v-sr.php | https://auto.bazos.sk/inzerat/194466044/suzuki-vitara-15-dualjet-hev-2024-44340km.php
49,Audi,A5,1.8 143HP Automatic S-Line,Petrol,2016,219500,105.0,7500,0,,,1,9400.0,20.2,,,bazos,20.2,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=0, BZ n=1)",,https://auto.bazos.sk/inzerat/194223013/audi-a5-coupe-20-tfsi-2011-132kw-191kw.php
34,Skoda,Karoq,1.5 148HP Automatic Celebration,Petrol,2021,71700,109.0,18500,9,22990.0,19.5,5,24499.0,24.5,-5.0,6.2,autobazar,19.5,HIGH,True,none,moderate,broad,both sources usable (AB 9/BZ 5); median spread 6% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-evo-sportline-dsg-110kw150hp-a7/AesDlf9-CRm/ | https://www.autobazar.eu/detail/skoda-karoq-style-15-tsi-110-kw-7-stup-automat/AeiHjbLkYrp/ | https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-sportline-dsg-110kw150hp-a7/AewCVipUM8K/,https://auto.bazos.sk/inzerat/194370105/predam-skoda-karoq-sportline.php | https://auto.bazos.sk/inzerat/193601466/skoda-karoq-15-tsi-110kw-2023-1majitel-41000-km-zaruka.php | https://auto.bazos.sk/inzerat/194057324/skoda-karoq-15tsi-110kw-dsg-2023-style-74tis-km-1majitel.php
93,Kia,Xceed,1.6 104HP Automatic ADVANCE PLUS,Hybrid,2021,115068,76.0,15000,3,18600.0,19.4,2,17995.0,16.6,2.8,3.3,autobazar,19.4,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=3, BZ n=2)",https://www.autobazar.eu/detail/kia-xceed-plug-in-hybrid/Am6wGElXTwk/ | https://www.autobazar.eu/detail/kia-xceed-plug-in-hybridtop/AmRzthHR3cH/ | https://www.autobazar.eu/detail/kia-xceed-plug-in-hybrid/AmNLvz2yXLk/,https://auto.bazos.sk/inzerat/194371962/kia-xceed-15-t-gdi-gold.php | https://auto.bazos.sk/inzerat/194353182/kia-xceed-16-crdi-mhev-gold-at-100-kw-rv-52021.php
23,Toyota,Verso,"7 pers. 1,8 VVT-I T2 Premium 147HK 6g",Petrol,2018,258000,108.0,7100,2,8700.0,18.4,0,,,,,autobazar,18.4,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=2, BZ n=0)",https://www.autobazar.eu/detail/toyota-verso-18-valvematic-servkniha-tempomat/AmCgW-ANJjw/ | https://www.autobazar.eu/detail/toyota-verso-18-valvematic-automat-cr2maj-tempomat/Amw8fnwPKpK/,
96,Skoda,Octavia,1.5 148HP Automatic Style,Petrol,2019,113000,109.0,12500,7,15200.0,17.8,2,14345.0,12.9,4.9,5.6,autobazar,17.8,MEDIUM,True,none,broad,broad,"single usable source (AB 7/BZ 2); no cross-check; sample n=7, data complete",https://www.autobazar.eu/detail/skoda-octavia-10-tsi-style-81kw110hp-m6/Aeen-jeegBD/ | https://www.autobazar.eu/detail/skoda-octavia-15-tsi-ambition-automat-sr2maj/AedMgdyecFc/ | https://www.autobazar.eu/detail/skoda-octavia-combi-style-15-tsi-110kw-dsg/AmMjjYL7aUp/,https://auto.bazos.sk/inzerat/194396022/skoda-octavia-4-10tsi-rv2021-95tis-km-virtual.php | https://auto.bazos.sk/inzerat/194137022/skoda-octavia-combi-15-tsi-benzin-automat-dsg-92019.php
67,Opel,Astra,1.4 148HP Automatic Innovation,Petrol,2016,122600,109.0,6500,4,8800.0,26.1,5,7900.0,17.7,8.4,10.2,bazos,17.7,HIGH,True,none,moderate,broad,both sources usable (AB 4/BZ 5); median spread 10% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/opel-astra-14-turbo-150k-innovation/AmN_Cow31aq/ | https://www.autobazar.eu/detail/opel-astra-14-t-enjoy-sr2maj-servkniha/AeyAWwNEd9e/ | https://www.autobazar.eu/detail/opel-astra-14-t-enjoy-sr1maj-servkniha/AeBahZVYeGV/,https://auto.bazos.sk/inzerat/194160763/opel-astra-sport-tourer-st-12-turbo.php | https://auto.bazos.sk/inzerat/194460919/opel-astra-14-t-tempomat-park-senzory-vyhr-sedaciek.php | https://auto.bazos.sk/inzerat/194392254/opel-astra-14-ecoflex-benzin-168-tis-km-5-st-manual.php
76,Suzuki,Vitara,"1,0 Boosterjet Active manuel,",Petrol,2019,48000,,11900,8,14399.5,17.4,3,14250.0,16.5,0.9,1.0,autobazar,17.4,MEDIUM,True,none,broad,broad,"single usable source (AB 8/BZ 3); no cross-check; sample n=8, data complete",https://www.autobazar.eu/detail/suzuki-vitara-14-boosterjet-4x4-automat-servkniha/AeTnsPtVy_x/ | https://www.autobazar.eu/detail/suzuki-vitara-14-boosterjet-cr1maj-servkniha-kuze/AmQTzRQG1sq/ | https://www.autobazar.eu/detail/suzuki-vitara-10-boosterjet-automat-servkniha/AmN6BlP5NR-/,https://auto.bazos.sk/inzerat/194249701/suzuki-vitara-14b-allgrip-automat.php | https://auto.bazos.sk/inzerat/194352325/suzuki-vitara-14-boosterjet-2021-66-500km-kupene-v-sr.php | https://auto.bazos.sk/inzerat/194466044/suzuki-vitara-15-dualjet-hev-2024-44340km.php
27,Suzuki,Vitara,"1,6 5-dørs aut.",Petrol,2018,69000,,12000,5,14199.0,15.5,3,14250.0,15.8,-0.3,0.4,autobazar,15.5,MEDIUM,True,none,strict,broad,"single usable source (AB 5/BZ 3); no cross-check; sample n=5, data complete",https://www.autobazar.eu/detail/suzuki-vitara-14-boosterjet-4x4-automat-servkniha/AeTnsPtVy_x/ | https://www.autobazar.eu/detail/suzuki-vitara-10-boosterjet-automat-servkniha/AmN6BlP5NR-/ | https://www.autobazar.eu/detail/suzuki-vitara-10i-boosterjet-82kw-at6/AmGB_dtEO6l/,https://auto.bazos.sk/inzerat/194249701/suzuki-vitara-14b-allgrip-automat.php | https://auto.bazos.sk/inzerat/194352325/suzuki-vitara-14-boosterjet-2021-66-500km-kupene-v-sr.php | https://auto.bazos.sk/inzerat/194466044/suzuki-vitara-15-dualjet-hev-2024-44340km.php
56,Skoda,Fabia,"1,0 TSI Ambition 95HK 5d",Petrol,2018,92000,70.0,6300,5,9390.0,32.9,6,7395.0,14.8,18.1,21.2,bazos,14.8,MEDIUM,True,none,moderate,broad,"moderate source disagreement 21%; sample n=6, data complete",https://www.autobazar.eu/detail/skoda-fabia-12-tsiklima-park-senzory-po-stk/Aeh3ruWSewV/ | https://www.autobazar.eu/detail/skoda-fabia-10-ambition-sr2maj/Ae0gnoa0sCt/ | https://www.autobazar.eu/detail/skoda-fabia-10-tsi-110k-style-dsg-81kw110hp-a7/AezQ3eQ5Sny/,https://auto.bazos.sk/inzerat/194346823/skoda-fabia-10-mpi-manual-146-627-km.php | https://auto.bazos.sk/inzerat/194269861/skoda-fabia-12-benzin.php | https://auto.bazos.sk/inzerat/194423484/skoda-fabia-12htp.php
92,Audi,Q3,2.0 148HP Automatic Sport,Diesel,2018,147000,109.0,13000,10,15245.0,14.7,0,,,,,autobazar,14.7,MEDIUM,True,none,broad,broad,"single usable source (AB 10/BZ 0); no cross-check; sample n=10, data complete",https://www.autobazar.eu/detail/audi-q3-na-prenajom/AmbUEAm1cje/ | https://www.autobazar.eu/detail/audi-q3-20-tdi-quattro-s-tronic-184-k-basis/Am1agC8mP7N/ | https://www.autobazar.eu/detail/audi-q3-20-tdi-quattro-s-tronic-184-k-basis/AmXWC1XVhFZ/,
48,Skoda,Kamiq,1.0 109HP Manual Tour de France,Petrol,2022,88400,80.0,12500,15,14600.0,14.4,4,18245.0,31.5,-17.1,20.0,autobazar,14.4,MEDIUM,True,none,moderate,broad,"moderate source disagreement 20%; sample n=15, data complete",https://www.autobazar.eu/detail/skoda-kamiq-10-tsi-joy-81kw-v-zaruke-elkufor-full-led-full-kessy-parkovacia-kamera/AmUdoxr3zRx/ | https://www.autobazar.eu/detail/skoda-kamiq-10-tsi-ambition/AmPiN3lWwBf/ | https://www.autobazar.eu/detail/skoda-kamiq-10-tsi-ambition-servkniha-klima/Ae2wSkQtXNR/,https://auto.bazos.sk/inzerat/194376105/skoda-kamiq-10-tsi-style-dsg.php | https://auto.bazos.sk/inzerat/194383824/skoda-kamiq-15-tsi-style-dsg-98000km-2021.php | https://auto.bazos.sk/inzerat/193395013/skoda-kamiq-15-tsi-2022-dsg-v-zaruke.php
85,Volkswagen,Golf,1.5 148HP Automatic Highline,Petrol,2019,110457,109.0,12500,3,14500.0,13.8,5,14499.0,13.8,0.0,0.0,bazos,13.8,MEDIUM,True,none,broad,broad,"single usable source (AB 3/BZ 5); no cross-check; sample n=5, data complete",https://www.autobazar.eu/detail/vw-golf-10-tsi-klima-tempomat/AeL4UqZOH00/ | https://www.autobazar.eu/detail/volkswagen-golf/Aew7KyNyOtj/ | https://www.autobazar.eu/detail/volkswagen-golf-style-15-tsi-110kw-alu-18-zimni-sada/Am1b-pTjq5g/,https://auto.bazos.sk/inzerat/194395619/volkswagen-golf-combi-15tsi-dsg-r-line-rv2021-174tis-km.php | https://auto.bazos.sk/inzerat/194207418/volkswagen-golf-14-tsi-bmt-comfortline-eu6-m6.php | https://auto.bazos.sk/inzerat/194262736/volkswagen-golf-vii-14tsi-dsg-dynaudiofull-led.php
54,Citroen,C3,"1,2 PureTech Le Mans 83HK 5d",Petrol,2021,73000,61.0,7000,2,8595.0,18.6,7,7990.0,12.4,6.2,7.0,bazos,12.4,LOW,True,none,broad,broad,43% of comparables missing year/km; best sample n=7,https://www.autobazar.eu/detail/citroen-c3-puretech-110-sands-shine-pack/AmjGJLZ_9i1/ | https://www.autobazar.eu/detail/citroen-c3-puretech-82-sands-shine/AmRFdLFNd1b/,https://auto.bazos.sk/inzerat/194430083/citroen-c3-12-puretech.php | https://auto.bazos.sk/inzerat/193602999/citroen-c3-aircross-najvyssia-vybava-shine-zarukan.php | https://auto.bazos.sk/inzerat/193906775/citroen-c3-puretech-shine-pack-sk-auto-55-008-km.php
62,Nissan,Qashqai,1.6 130HP Automatic Acenta,Diesel,2015,159000,96.0,7000,4,7450.0,6.0,5,7900.0,11.4,-5.4,5.7,bazos,11.4,HIGH,True,none,moderate,moderate,both sources usable (AB 4/BZ 5); median spread 6% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/nissan-qashqai-dci-130-xtronic-tekna/AmbBRjBSt3k/ | https://www.autobazar.eu/detail/nissan-qashqai-15-dci/AmFxrL5JorA/ | https://www.autobazar.eu/detail/nissan-qashqai-16-dci-servkniha-navi-tempomat/AmICQah0JB9/,https://auto.bazos.sk/inzerat/194042303/predam-nissan-qashqai-12-dig-t.php | https://auto.bazos.sk/inzerat/194350984/nissan-qashqai-diesel.php | https://auto.bazos.sk/inzerat/194480019/nissan-qashqai-16-dci-edition-premier-j11.php
91,Skoda,Karoq,1.5 148HP Automatic STYLE,Petrol,2019,41000,109.0,19500,4,21895.0,10.9,2,26249.0,25.7,-14.8,16.6,autobazar,10.9,MEDIUM,True,none,broad,broad,"single usable source (AB 4/BZ 2); no cross-check; sample n=4, data complete",https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-evo-sportline-dsg-110kw150hp-a7/AesDlf9-CRm/ | https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-sportline-110kw150hp-m6/AeYgMCey1rK/ | https://www.autobazar.eu/detail/skoda-karoq-15-tsi-act-style-dsg/AmZM2khsH6e/,https://auto.bazos.sk/inzerat/193949336/skoda-karoq-sportline-15-tsi-dsg-2023-25900-km-zaruka.php | https://auto.bazos.sk/inzerat/193601466/skoda-karoq-15-tsi-110kw-2023-1majitel-41000-km-zaruka.php
18,Suzuki,Vitara,1.4 139HP Manual Active,Petrol,2020,76000,102.0,13000,12,14500.0,10.3,2,16970.0,23.4,-13.1,14.6,autobazar,10.3,MEDIUM,True,none,moderate,broad,"single usable source (AB 12/BZ 2); no cross-check; sample n=12, data complete",https://www.autobazar.eu/detail/suzuki-vitara-suzuki-vitara-allgrip-14-boosterjet-at/AeLg31KFRhl/ | https://www.autobazar.eu/detail/suzuki-vitara-16-vvtremium-cr1maj-servkniha/AmqbrOOq3ZX/ | https://www.autobazar.eu/detail/suzuki-vitara-16-vvt-automat-sr1maj/Ae97YkHKLzC/,https://auto.bazos.sk/inzerat/194352325/suzuki-vitara-14-boosterjet-2021-66-500km-kupene-v-sr.php | https://auto.bazos.sk/inzerat/194466044/suzuki-vitara-15-dualjet-hev-2024-44340km.php
